DateTime,Server,File,Site,Measurement,checkServer,checkFile,checkSite,checkMeasurement,checkFile2,checkSite2,checkMeasurement2,nemsStandard,grossRangeFailBelow,grossRangeFailAbove,grossRangeSuspectBelow,grossRangeSuspectAbove,flatLineTolerance,flatLineSuspectThreshold,flatLineFailThreshold,rateOfChangeThreshold,spikeSuspectThreshold,spikeFailThreshold,interpolate,processGapThreshold,processIntAllowance,maxCode,StartTime,EndTime,User,Trigger
16/04/2025 11:25:11,https://data.hbrc.govt.nz/EnviroData/,Telemetry.hts,Tukituki River at Red Bridge,Water Temperature,https://data.hbrc.govt.nz/EnviroData/,EMARContinuousCheck.hts,Tukituki River at Red Bridge,Water Temperature Check,,,,Water Temperature - Non Estuarine,5.0,25.0,10.0,22.0,0.001,10800,21600,0.001,0.33,1.0,False,10800,5,600,2023-01-01,2024-02-01,jeff,Run
